"ParticipantId","Event.Nr","CDA.nSCR","CDA.Latency","CDA.AmpSum","CDA.SCR","CDA.ISCR","CDA.PhasicMax","CDA.Tonic","TTP.nSCR","TTP.Latency","TTP.AmpSum","Global.Mean","Global.MaxDeflection","Event.Name","EmoId","ExpId","VideoId","Participant","Sex","Age","Language","RepId","Tonic","transfCDA.SCR","hand","Repeated"
"021m27en",56,1,2,1.0824,0.1185,5.6899,9.5436,25.9919,1,"1.625",0.5991,27.6582,0.6072,10,"Sad","Word",1376,21,"m",27,"en",2,25.9919,0.8079264661514992,"R",FALSE
"021m27en",57,3,1,1.8472,0.2126,10.203,12.4965,26.2979,1,"2.125",1.5849,27.2329,0.8429,14,"Surprise","Word",1376,21,"m",27,"en",3,26.2979,0.8565571132475039,"R",FALSE
"021m27en",58,2,1.812,0.489,0.0606,2.9072,3.1885,26.6468,1,"2.062",0.2662,27.2908,0.2707,11,"Neutral","Word",1376,21,"m",27,"en",3,26.6468,0.7555222563595444,"R",FALSE
"021m27en",59,3,1.5,2.1599,0.196,9.4073,10.6344,26.5585,2,"1",1.6162,27.2668,0.6999,9,"Happy","Word",1376,21,"m",27,"en",3,26.5585,0.8496217215924694,"R",FALSE
"021m27en",60,3,1.25,2.6753,0.2966,14.2357,13.2894,26.2457,1,"3.188",1.1474,28.8972,0.6948,8,"Anger","Word",1376,21,"m",27,"en",3,26.2457,0.8855582118775321,"R",FALSE
"021m27en",61,2,1.563,0.7759,0.0947,4.5464,2.5588,26.2774,0,NA,0,28.4314,0.0019,10,"Sad","Word",1376,21,"m",27,"en",3,26.2774,0.7900143825881487,"R",FALSE
"021m27en",62,1,2.187,1.5294,0.1656,7.9508,12.1858,26.6022,1,"1.625",1.0529,28.4384,1.0633,12,"Disgust","Word",1376,21,"m",27,"en",3,26.6022,0.8354222413306831,"R",FALSE
"021m27en",63,1,2.812,1.7507,0.2559,12.2831,9.6647,26.2875,1,"2.187",1.4904,28.5415,0.9854,13,"Fear","Word",1376,21,"m",27,"en",3,26.2875,0.8725835644815929,"R",FALSE
"021m27en",64,1,3,0.9632,0.1784,8.5625,8.6724,26.0938,1,"2.812",0.2895,28.7929,0.3035,8,"Anger","Word",1376,21,"m",27,"en",4,26.0938,0.8416654210490345,"R",FALSE
"021m27en",65,2,1.25,2.5329,0.26,12.4808,18.3943,26.0337,1,"1",0.9413,30.4273,0.9684,12,"Disgust","Word",1376,21,"m",27,"en",4,26.0337,0.8739716291356506,"R",FALSE
"021m27en",66,3,1.687,1.1002,0.1337,6.4172,3.964,26.4576,1,"3.187",0.1878,28.6704,0.1512,9,"Happy","Word",1376,21,"m",27,"en",4,26.4576,0.8177360436421751,"R",FALSE
"021m27en",67,1,1.187,0.6826,0.0595,2.8575,6.6139,27.263,0,NA,0,28.8021,0.3828,11,"Neutral","Word",1376,21,"m",27,"en",4,27.263,0.7541395137112887,"R",FALSE
"021m27en",68,1,3.25,0.8455,0.1393,6.6877,6.4673,27.4641,1,"2.875",1.0431,28.5646,0.5032,13,"Fear","Word",1376,21,"m",27,"en",4,27.4641,0.821098221866978,"R",FALSE
"021m27en",69,2,2.437,0.4391,0.0586,2.8142,3.8149,27.3881,1,"2.5",0.0141,29.0727,0.0307,10,"Sad","Word",1376,21,"m",27,"en",4,27.3881,0.7529909587398513,"R",FALSE
"021m27en",70,2,1.813,0.9807,0.1468,7.0442,7.9911,27.1769,1,"1.625",0.3939,29.1562,0.4028,14,"Surprise","Word",1376,21,"m",27,"en",4,27.1769,0.8254154725845465,"R",FALSE
"021m27en",71,2,1.938,0.8761,0.1372,6.5852,3.402,26.6852,1,"1.938",0.167,28.5461,0.1745,9,"Happy","Word",1376,21,"m",27,"en",5,26.6852,0.8198519069054541,"R",FALSE
"021m27en",72,1,1.625,0.7765,0.1961,9.412,11.5185,26.6763,2,"1.563",0.902,29.5999,0.0724,10,"Sad","Word",1376,21,"m",27,"en",5,26.6763,0.8496650596903464,"R",FALSE
"021m27en",73,3,1.687,2.4579,0.3323,15.9496,16.7132,27.5313,2,"1.562",1.8925,29.1081,1.6007,8,"Anger","Word",1376,21,"m",27,"en",5,27.5313,0.8956803244985541,"R",FALSE
"021m27en",74,4,1.063,0.4947,0.0582,2.7929,1.3357,28.1628,0,NA,0,29.8589,0,13,"Fear","Word",1376,21,"m",27,"en",5,28.1628,0.752475386078374,"R",FALSE
"021m27en",75,1,1.688,1.1996,0.1233,5.9168,9.663,28.217,1,"1.313",0.7464,29.8256,0.76,11,"Neutral","Word",1376,21,"m",27,"en",5,28.217,0.811140913746954,"R",FALSE
"021m27en",76,3,1.813,0.4716,0.0628,3.0149,1.7975,28.02,1,"2.563",0.0506,29.0764,0.0577,12,"Disgust","Word",1376,21,"m",27,"en",5,28.02,0.7582212718640842,"R",FALSE
"021m27en",77,2,1.188,0.8207,0.0885,4.2494,7.1357,28.1687,1,"2.125",0.4732,29.2104,0.4802,14,"Surprise","Word",1376,21,"m",27,"en",5,28.1687,0.7846831504369882,"R",FALSE
"021m27en",78,2,1.563,1.3815,0.154,7.3924,10.2048,27.9353,1,"1.813",0.9467,29.2586,0.9614,12,"Disgust","Word",1376,21,"m",27,"en",6,27.9353,0.8293771615521334,"R",FALSE
"021m27en",79,1,2.375,1.4208,0.1711,8.2122,11.1241,27.5005,1,"1.938",0.6976,29.8984,0.7099,14,"Surprise","Word",1376,21,"m",27,"en",6,27.5005,0.8381562753333827,"R",FALSE
"021m27en",80,2,2.063,2.383,0.3297,15.8238,14.3953,27.1831,2,"1.75",1.0626,30.6362,1.0332,9,"Happy","Word",1376,21,"m",27,"en",6,27.1831,0.8949770415905366,"R",FALSE
"021m27en",81,3,1.063,0.949,0.1094,5.2494,2.9277,27.6686,0,NA,0,30.1881,0.009,11,"Neutral","Word",1376,21,"m",27,"en",6,27.6686,0.8014966882353747,"R",FALSE
"021m27en",82,3,1,2.6649,0.3316,15.9182,18.1152,28.3729,1,"2.375",3.645,29.9331,1.5676,8,"Anger","Word",1376,21,"m",27,"en",6,28.3729,0.8954914676354007,"R",FALSE
"021m27en",83,2,1.563,0.7694,0.1063,5.1028,2.7766,28.5106,0,NA,0,30.595,0.02,13,"Fear","Word",1376,21,"m",27,"en",6,28.5106,0.7991960457954504,"R",FALSE
"021m27en",84,2,2.25,0.2033,0.0136,0.6543,2.5773,28.4492,0,NA,0,30.5038,0.055,10,"Sad","Word",1376,21,"m",27,"en",6,28.4492,0.6506596733735279,"R",FALSE
"022f24en",1,1,2.188,0.4559,0.0573,2.7487,2.7742,6.2303,1,"1.563",0.4089,6.5357,0.4089,1,"Anger","Face",1377,22,"f",24,"en",1,6.2303,0.7513035867755252,"R",FALSE
"022f24en",2,2,1.313,0.3039,0.0309,1.4825,1.6847,6.2483,0,NA,0,6.6955,0.1687,2,"Happy","Face",1377,22,"f",24,"en",1,6.2483,0.7063108015704603,"R",FALSE
"022f24en",3,1,2.687,0.3122,0.0411,1.9745,1.9832,6.2859,1,"2.187",0.4404,6.49,0.2582,3,"Sad","Face",1377,22,"f",24,"en",1,6.2859,0.7267485637945494,"R",FALSE
"022f24en",4,1,2.313,0.2488,0.029,1.3938,1.6416,6.2874,1,"1.875",0.1888,6.5095,0.1888,4,"Neutral","Face",1377,22,"f",24,"en",1,6.2874,0.7018427205213053,"R",FALSE
"022f24en",5,0,NA,0,0.0019,0.09,0.0613,6.2196,0,NA,0,6.3103,0,5,"Disgust","Face",1377,22,"f",24,"en",1,6.2196,0.5344109646531148,"R",FALSE
"022f24en",6,0,NA,0,0.01,0.4784,1.562,6.0916,1,"3.625",0.2689,6.1005,0.0152,6,"Fear","Face",1377,22,"f",24,"en",1,6.0916,0.6309573444801932,"R",FALSE
"022f24en",7,2,1.125,0.0317,0.0047,0.2254,0.113,6.0187,0,NA,0,6.1741,0,7,"Surprise","Face",1377,22,"f",24,"en",1,6.0187,0.5850726350222432,"R",FALSE
"022f24en",8,0,NA,0,0.0033,0.1593,0.433,6.0111,1,"4",0.0208,6.0736,0.0409,5,"Disgust","Face",1377,22,"f",24,"en",2,6.0111,0.5647436988839319,"R",FALSE
"022f24en",10,1,3.312,0.3542,0.0428,2.0538,1.8194,5.8778,1,"2.5",0.3554,5.9231,0.2495,2,"Happy","Face",1377,22,"f",24,"en",2,5.8778,0.729700051495751,"R",FALSE
"022f24en",11,2,1.313,0.0281,0.005,0.2381,0.1067,5.8797,0,NA,0,6.0548,0,7,"Surprise","Face",1377,22,"f",24,"en",2,5.8797,0.5887040186524746,"R",FALSE
"022f24en",13,1,3.5,0.0114,0.0012,0.0553,0.0534,5.7296,0,NA,0,5.7322,0,1,"Anger","Face",1377,22,"f",24,"en",2,5.7296,0.510408766058867,"R",FALSE
"022f24en",14,0,NA,0,0.0029,0.1401,0.3529,5.6479,1,"3.687",0.0513,5.6557,0.0031,4,"Neutral","Face",1377,22,"f",24,"en",2,5.6479,0.5574934892457756,"R",FALSE
"022f24en",15,1,2.188,0.0173,0.0018,0.0871,0.1465,5.6266,0,NA,0,5.6576,0.0087,3,"Sad","Face",1377,22,"f",24,"en",3,5.6266,0.531529350129865,"R",FALSE
"022f24en",16,1,3.5,0.2481,0.0265,1.2731,1.2939,5.6805,1,"2.875",0.2421,5.8267,0.1201,2,"Happy","Face",1377,22,"f",24,"en",3,5.6805,0.6955439660447605,"R",FALSE
"022f24en",17,1,3.75,0.0461,0.0061,0.2924,0.3556,5.8124,1,"3.437",0.0272,5.9379,0.0102,1,"Anger","Face",1377,22,"f",24,"en",3,5.8124,0.6005276156373988,"R",FALSE
"022f24en",19,1,3.625,0.0263,0.0027,0.1307,0.1773,5.8284,1,"3.437",0.0139,5.8592,0.0058,7,"Surprise","Face",1377,22,"f",24,"en",3,5.8284,0.5535238985626912,"R",FALSE
"022f24en",20,1,2.937,0.0677,0.0085,0.4066,0.454,5.812,1,"2.437",0.0956,5.8251,0.059,5,"Disgust","Face",1377,22,"f",24,"en",3,5.812,0.6207859691874261,"R",FALSE
"022f24en",21,1,3.562,0.0155,0.0034,0.1618,0.0839,5.7966,0,NA,0,5.8679,0,6,"Fear","Face",1377,22,"f",24,"en",3,5.7966,0.5664321451693969,"R",FALSE
"022f24en",22,1,3.375,0.1291,0.016,0.7659,0.8605,5.791,1,"2.688",0.128,5.8131,0.0888,1,"Anger","Face",1377,22,"f",24,"en",4,5.791,0.6613205195495685,"R",FALSE
"022f24en",23,1,3.438,0.028,0.004,0.1934,0.2051,5.7919,1,"3.125",0.0112,5.8451,0.0094,4,"Neutral","Face",1377,22,"f",24,"en",4,5.7919,0.5757129508131623,"R",FALSE
"022f24en",25,1,3.313,0.0146,0.002,0.0941,0.0957,5.7342,0,NA,0,5.7359,0.0041,7,"Surprise","Face",1377,22,"f",24,"en",4,5.7342,0.5371591767636877,"R",FALSE
"022f24en",26,1,3.687,0.0308,0.0031,0.1486,0.1998,5.6806,1,"3.437",0.0198,5.6843,0.0094,2,"Happy","Face",1377,22,"f",24,"en",4,5.6806,0.5612239154890168,"R",FALSE
"022f24en",27,1,2.562,0.1372,0.0177,0.8496,0.8012,5.6384,1,"1.875",0.1279,5.6937,0.1265,3,"Sad","Face",1377,22,"f",24,"en",4,5.6384,0.6680320924963907,"R",FALSE
"022f24en",28,0,NA,0,0.0015,0.0707,0.0376,5.6378,0,NA,0,5.6993,0,6,"Fear","Face",1377,22,"f",24,"en",4,5.6378,0.5219262330470332,"R",FALSE
"022f24en",31,1,2.25,0.0541,0.0067,0.3232,0.3097,5.6113,1,"1.813",0.0377,5.6963,0.0377,6,"Fear","Face",1377,22,"f",24,"en",5,5.6113,0.6061882029171584,"R",FALSE
"022f24en",32,0,NA,0,0.0031,0.1479,0.7707,5.6738,0,NA,0,5.8727,0.0997,4,"Neutral","Face",1377,22,"f",24,"en",5,5.6738,0.5612239154890168,"R",FALSE
"022f24en",34,1,2.5,0.0235,0.0028,0.1344,0.1322,5.7144,1,"2.125",0.0143,5.7225,0.0143,3,"Sad","Face",1377,22,"f",24,"en",5,5.7144,0.5555405994913308,"R",FALSE
"022f24en",36,3,1.5,0.1684,0.02,0.9601,0.6382,5.6398,0,NA,0,6.0577,0.131,6,"Fear","Face",1377,22,"f",24,"en",6,5.6398,0.6762433378062414,"R",FALSE
"022f24en",37,2,2,0.3797,0.0489,2.3476,1.8752,5.8746,1,"1.625",0.3947,6.0333,0.3202,2,"Happy","Face",1377,22,"f",24,"en",6,5.8746,0.7394875828500126,"R",FALSE
"022f24en",38,1,3.437,0.0366,0.0052,0.2495,0.2562,6.0318,0,NA,0,6.1599,0.0078,7,"Surprise","Face",1377,22,"f",24,"en",6,6.0318,0.5910174916346509,"R",FALSE
"022f24en",39,1,2.437,0.0658,0.009,0.431,0.3916,6.0396,1,"2.062",0.0389,6.1123,0.0389,1,"Anger","Face",1377,22,"f",24,"en",6,6.0396,0.6243444434698037,"R",FALSE
"022f24en",40,2,1.937,0.7808,0.1013,4.864,2.6188,6.1045,1,"1.187",0.822,6.3799,0.7384,4,"Neutral","Face",1377,22,"f",24,"en",6,6.1045,0.7953548698356004,"R",FALSE
"022f24en",41,0,NA,0,0.0025,0.1183,1.1408,6.3942,1,"3.938",0.9671,6.6866,0.0012,3,"Sad","Face",1377,22,"f",24,"en",6,6.3942,0.5492802716530588,"R",FALSE
"022f24en",42,2,2.562,0.049,0.0071,0.3398,0.6115,6.7052,0,NA,0,7.4778,0.0031,5,"Disgust","Face",1377,22,"f",24,"en",6,6.7052,0.6097135334019013,"R",FALSE
"022f24en",43,1,3.687,0.0577,0.0073,0.3503,0.361,6.7766,0,NA,0,6.9135,0.0056,11,"Neutral","Word",1377,22,"f",24,"en",1,6.7766,0.6114096457931081,"R",FALSE
"022f24en",45,1,2.375,0.0208,0.0021,0.1014,0.2356,6.5961,0,NA,0,6.6101,0.0048,12,"Disgust","Word",1377,22,"f",24,"en",1,6.5961,0.5397863891000024,"R",FALSE
"022f24en",46,0,NA,0,0.0231,1.1108,2.2684,6.5329,1,"2.938",0.4246,6.5503,0.0757,8,"Anger","Word",1377,22,"f",24,"en",1,6.5329,0.6860585766867705,"R",FALSE
"022f24en",47,2,1.063,0.0684,0.0081,0.3906,0.3697,6.5465,0,NA,0,6.723,0.0082,13,"Fear","Word",1377,22,"f",24,"en",1,6.5465,0.6178008505674119,"R",FALSE
"022f24en",49,2,1.438,0.0278,0.0045,0.2175,0.101,6.51,0,NA,0,6.6709,0,10,"Sad","Word",1377,22,"f",24,"en",1,6.51,0.5825339638400141,"R",FALSE
"022f24en",51,1,3.813,0.0555,0.0064,0.3073,0.3343,6.437,1,"3.313",0.0275,6.4582,0.011,11,"Neutral","Word",1377,22,"f",24,"en",2,6.437,0.6034176336545163,"R",FALSE
"022f24en",54,1,2.75,0.0121,0.002,0.0983,0.0875,6.2274,0,NA,0,6.2491,4e-4,13,"Fear","Word",1377,22,"f",24,"en",2,6.2274,0.5371591767636877,"R",FALSE
"022f24en",56,0,NA,0,0.0013,0.0606,0.0385,6.1159,0,NA,0,6.1596,0,10,"Sad","Word",1377,22,"f",24,"en",2,6.1159,0.5145106102604077,"R",FALSE
"022f24en",58,0,NA,0,0.0011,0.0548,0.0582,6.0335,0,NA,0,6.0379,2e-4,11,"Neutral","Word",1377,22,"f",24,"en",3,6.0335,0.5059868946568229,"R",FALSE
"022f24en",60,0,NA,0,0.002,0.0975,0.0917,5.9434,0,NA,0,6.0858,0,8,"Anger","Word",1377,22,"f",24,"en",3,5.9434,0.5371591767636877,"R",FALSE
"022f24en",61,1,2.125,0.0538,0.0076,0.3665,0.3048,6.0302,0,NA,0,6.2368,0.0061,10,"Sad","Word",1377,22,"f",24,"en",3,6.0302,0.6138769959894116,"R",FALSE
"022f24en",63,1,3.625,0.0353,0.0025,0.1219,0.2863,6.0724,1,"3.25",0.0397,6.0806,0.0167,13,"Fear","Word",1377,22,"f",24,"en",3,6.0724,0.5492802716530588,"R",FALSE
"022f24en",65,1,1.25,0.0125,0.0033,0.1565,0.1721,6.1584,0,NA,0,6.2938,4e-4,12,"Disgust","Word",1377,22,"f",24,"en",4,6.1584,0.5647436988839319,"R",FALSE
"022f24en",69,0,NA,0,0.0011,0.0544,0.039,6.0611,0,NA,0,6.0793,0,10,"Sad","Word",1377,22,"f",24,"en",4,6.0611,0.5059868946568229,"R",FALSE
"022f24en",71,0,NA,0,0.0016,0.0747,0.0462,5.9415,0,NA,0,5.9796,0,9,"Happy","Word",1377,22,"f",24,"en",5,5.9415,0.5253055608807534,"R",FALSE
"022f24en",75,0,NA,0,0.0011,0.0516,0.062,5.6947,0,NA,0,5.7059,9e-4,11,"Neutral","Word",1377,22,"f",24,"en",5,5.6947,0.5059868946568229,"R",FALSE
"022f24en",76,1,1.438,0.0103,0.002,0.0973,0.071,5.655,0,NA,0,5.709,1e-4,12,"Disgust","Word",1377,22,"f",24,"en",5,5.655,0.5371591767636877,"R",FALSE
"022f24en",77,0,NA,0,0.0012,0.0575,0.0595,5.6241,0,NA,0,5.6416,3e-4,14,"Surprise","Word",1377,22,"f",24,"en",5,5.6241,0.510408766058867,"R",FALSE
"022f24en",80,1,2.688,0.1255,0.0351,1.6861,1.1945,5.4943,1,"2.063",0.3405,5.5466,0.1947,9,"Happy","Word",1377,22,"f",24,"en",6,5.4943,0.7153699805187005,"R",FALSE
"022f24en",81,2,1.937,0.0695,0.0084,0.4051,0.389,5.5868,1,"3.312",0.0352,5.7089,0.0214,11,"Neutral","Word",1377,22,"f",24,"en",6,5.5868,0.6200517372089622,"R",FALSE
"022f24en",83,1,1.187,0.0128,0.0018,0.087,0.1093,5.6354,0,NA,0,5.6817,0.0025,13,"Fear","Word",1377,22,"f",24,"en",6,5.6354,0.531529350129865,"R",FALSE
"023m30ee",1,2,2.063,0.5058,0.0732,3.5127,3.5124,7.7604,1,"1.875",0.2376,8.8151,0.2073,1,"Anger","Face",1378,23,"m",30,"ee",1,7.7604,0.7699297625199875,"R",FALSE
"023m30ee",2,2,1.063,0.4701,0.0508,2.4383,2.456,8.0312,2,"1",0.2047,8.7335,0.1987,2,"Happy","Face",1378,23,"m",30,"ee",1,8.0312,0.7423118118825015,"R",FALSE
"023m30ee",3,2,1.563,0.1766,0.0236,1.1324,0.8119,8.1317,2,"2.938",0.1478,8.4857,0.0263,3,"Sad","Face",1378,23,"m",30,"ee",1,8.1317,0.6875292831367381,"R",FALSE
"023m30ee",4,3,1.938,0.2159,0.0287,1.3756,1.457,8.0857,1,"3.375",0.0909,8.336,0.0508,4,"Neutral","Face",1378,23,"m",30,"ee",1,8.0857,0.7011132741554139,"R",FALSE
"023m30ee",5,1,2.937,0.0449,0.0178,0.8523,1.8636,7.9364,1,"3.812",0.1671,8.2563,0.0087,5,"Disgust","Face",1378,23,"m",30,"ee",1,7.9364,0.6684085556365758,"R",FALSE
"023m30ee",6,1,3.187,0.3294,0.0445,2.1348,2.5804,7.8474,1,"2.812",0.2972,8.199,0.2026,6,"Fear","Face",1378,23,"m",30,"ee",1,7.8474,0.7325478551361664,"R",FALSE
"023m30ee",7,2,1.625,0.2599,0.0365,1.7498,2.2081,7.9544,1,"2.437",0.2256,8.1461,0.203,7,"Surprise","Face",1378,23,"m",30,"ee",1,7.9544,0.7181733519353207,"R",FALSE
"023m30ee",8,1,3.688,0.1668,0.0225,1.0808,1.3512,8.0494,1,"2.875",0.1492,8.1384,0.0823,5,"Disgust","Face",1378,23,"m",30,"ee",2,8.0494,0.6842554289186317,"R",FALSE
"023m30ee",9,1,2.25,0.0631,0.0087,0.4162,0.4817,8.0673,1,"1.938",0.044,8.1405,0.0445,6,"Fear","Face",1378,23,"m",30,"ee",2,8.0673,0.6222314027202315,"R",FALSE
"023m30ee",10,2,1.625,0.331,0.0423,2.0305,2.5255,8.0359,1,"2.625",0.2555,8.2205,0.2325,2,"Happy","Face",1378,23,"m",30,"ee",2,8.0359,0.7288430833695856,"R",FALSE
"023m30ee",11,1,2.812,0.1297,0.0175,0.8395,0.7005,8.0516,1,"2.5",0.0572,8.2785,0.0578,7,"Surprise","Face",1378,23,"m",30,"ee",2,8.0516,0.6672733881177297,"R",FALSE
"023m30ee",12,2,2.125,0.0521,0.0077,0.3685,0.354,8.1293,1,"3.375",0.0218,8.2582,0.0127,3,"Sad","Face",1378,23,"m",30,"ee",2,8.1293,0.6146799857288243,"R",FALSE
"023m30ee",15,1,3.875,0.0781,0.0059,0.2814,0.6126,8.1956,1,"3.625",0.0482,8.279,0.0382,3,"Sad","Face",1378,23,"m",30,"ee",3,8.1956,0.5985290047172678,"R",FALSE
"023m30ee",16,1,3.187,0.2628,0.0347,1.6666,2.1314,8.1687,1,"2.75",0.2102,8.3205,0.1899,2,"Happy","Face",1378,23,"m",30,"ee",3,8.1687,0.7145505329483173,"R",FALSE
"023m30ee",17,1,2.125,0.1623,0.017,0.818,1.2779,8.1771,1,"1.438",0.1286,8.3723,0.1295,1,"Anger","Face",1378,23,"m",30,"ee",3,8.1771,0.6653419276899564,"R",FALSE
"023m30ee",19,2,1.25,0.3375,0.0428,2.0553,2.4452,8.2491,0,NA,0,8.3315,0.2901,7,"Surprise","Face",1378,23,"m",30,"ee",3,8.2491,0.729700051495751,"R",FALSE
"023m30ee",22,0,NA,0,0.0025,0.1178,0.2905,8.3029,1,"3.75",0.1089,8.3487,7e-4,1,"Anger","Face",1378,23,"m",30,"ee",4,8.3029,0.5492802716530588,"R",FALSE
"023m30ee",25,1,3.25,0.2731,0.0344,1.6529,1.7527,8.3354,1,"2.437",0.3309,8.3794,0.2173,7,"Surprise","Face",1378,23,"m",30,"ee",4,8.3354,0.7139303492575818,"R",FALSE
"023m30ee",26,1,3.25,0.087,0.0118,0.5646,0.602,8.3743,1,"2.875",0.0545,8.4918,0.0454,2,"Happy","Face",1378,23,"m",30,"ee",4,8.3743,0.6414875038142275,"R",FALSE
"023m30ee",27,0,NA,0,0.0016,0.0783,0.1882,8.4006,1,"3.875",0.0596,8.4545,6e-4,3,"Sad","Face",1378,23,"m",30,"ee",4,8.4006,0.5253055608807534,"R",FALSE
"023m30ee",28,1,3.437,0.246,0.0312,1.4985,1.6981,8.4137,1,"2.625",0.2372,8.471,0.1544,6,"Fear","Face",1378,23,"m",30,"ee",4,8.4137,0.7069935625602157,"R",FALSE
"023m30ee",30,2,1,0.3607,0.0468,2.2445,2.2773,8.483,1,"2.438",0.2656,8.7476,0.2494,2,"Happy","Face",1378,23,"m",30,"ee",5,8.483,0.7362487751832398,"R",FALSE
"023m30ee",31,1,3.125,0.2716,0.0367,1.7619,2.1647,8.5635,1,"2.75",0.2711,8.8336,0.2004,6,"Fear","Face",1378,23,"m",30,"ee",5,8.5635,0.7185659046118135,"R",FALSE
"023m30ee",32,0,NA,0,0.0024,0.1136,0.0823,8.702,0,NA,0,8.7767,7e-4,4,"Neutral","Face",1378,23,"m",30,"ee",5,8.702,0.5470425705077887,"R",FALSE
"023m30ee",34,1,3.687,0.1591,0.0176,0.8457,1.2126,8.7048,1,"3.062",0.1487,8.7442,0.0732,3,"Sad","Face",1378,23,"m",30,"ee",5,8.7048,0.6676537102470889,"R",FALSE
"023m30ee",37,0,NA,0,0.0017,0.0821,0.0886,8.7203,0,NA,0,8.8264,0,2,"Happy","Face",1378,23,"m",30,"ee",6,8.7203,0.5284998789100136,"R",FALSE
"023m30ee",38,1,3,0.0177,0.0023,0.1097,0.1418,8.6846,0,NA,0,8.7044,0.0064,7,"Surprise","Face",1378,23,"m",30,"ee",6,8.6846,0.5447193257474843,"R",FALSE
"023m30ee",40,0,NA,0,0.0014,0.0679,0.1029,8.5305,0,NA,0,8.5656,7e-4,4,"Neutral","Face",1378,23,"m",30,"ee",6,8.5305,0.5183377074635478,"R",FALSE
"023m30ee",42,1,3.813,0.0199,0.0033,0.1607,0.1188,8.4169,0,NA,0,8.4273,0.0014,5,"Disgust","Face",1378,23,"m",30,"ee",6,8.4169,0.5647436988839319,"R",FALSE
"023m30ee",43,2,2.25,0.272,0.0327,1.5703,1.208,8.701,1,"2.562",0.0143,9.6294,0.0159,11,"Neutral","Word",1378,23,"m",30,"ee",1,8.701,0.7103211977072005,"R",FALSE
"023m30ee",44,1,3,0.226,0.0302,1.451,1.6396,9.0568,1,"2.562",0.169,9.3575,0.1625,14,"Surprise","Word",1378,23,"m",30,"ee",1,9.0568,0.7046941955432138,"R",FALSE
"023m30ee",45,0,NA,0,0.0025,0.119,0.0955,9.1249,0,NA,0,9.224,0,12,"Disgust","Word",1378,23,"m",30,"ee",1,9.1249,0.5492802716530588,"R",FALSE
"023m30ee",46,2,2.75,0.0685,0.0088,0.421,0.4494,9.0748,1,"2.437",0.0443,9.1035,0.0431,8,"Anger","Word",1378,23,"m",30,"ee",1,9.0748,0.6229429385824902,"R",FALSE
"023m30ee",47,1,2.188,1.2719,0.1603,7.6967,4.9047,9.0428,1,"1.5",1.2923,9.4549,1.1226,13,"Fear","Word",1378,23,"m",30,"ee",1,9.0428,0.8327091795719381,"R",FALSE
"023m30ee",48,3,1.188,0.4517,0.0567,2.7219,2.5752,9.1412,1,"2.5",0.2364,9.7875,0.234,9,"Happy","Word",1378,23,"m",30,"ee",1,9.1412,0.750513149688573,"R",FALSE
"023m30ee",49,2,2.375,0.2144,0.0291,1.3949,1.6803,9.4203,1,"3.125",0.14,9.7446,0.1016,10,"Sad","Word",1378,23,"m",30,"ee",1,9.4203,0.7020843605305195,"R",FALSE
"023m30ee",50,1,4,0.2431,0.0188,0.9025,1.8378,9.4949,1,"3.375",0.2094,9.6107,0.0427,8,"Anger","Word",1378,23,"m",30,"ee",2,9.4949,0.6720719734038313,"R",FALSE
"023m30ee",51,2,2.313,0.0352,0.0051,0.247,0.2304,9.4769,0,NA,0,9.5756,0.0016,11,"Neutral","Word",1378,23,"m",30,"ee",2,9.4769,0.5898709623255785,"R",FALSE
"023m30ee",54,1,2.188,0.4407,0.0447,2.1463,3.933,9.3059,1,"1.75",0.3288,10.0662,0.3863,13,"Fear","Word",1378,23,"m",30,"ee",2,9.3059,0.7328764261479194,"R",FALSE
"023m30ee",55,1,1.937,0.0567,0.01,0.4802,0.7259,9.341,0,NA,0,9.7476,0,14,"Surprise","Word",1378,23,"m",30,"ee",2,9.341,0.6309573444801932,"R",FALSE
"023m30ee",56,1,3.938,0.0355,0.0035,0.1662,0.2358,9.3441,0,NA,0,9.4278,0.0016,10,"Sad","Word",1378,23,"m",30,"ee",2,9.3441,0.5680764745403294,"R",FALSE
"023m30ee",59,1,3.25,0.2309,0.0288,1.3836,1.6017,9.1383,1,"2.562",0.2276,9.1711,0.1753,9,"Happy","Word",1378,23,"m",30,"ee",3,9.1383,0.7013571823043324,"R",FALSE
"023m30ee",60,1,3.75,0.1911,0.0181,0.8694,1.4262,9.1348,1,"3.25",1.0524,9.2124,0.0722,8,"Anger","Word",1378,23,"m",30,"ee",3,9.1348,0.6695266330923515,"R",FALSE
"023m30ee",61,1,2.187,0.7126,0.088,4.2228,5.2224,9.3506,1,"1.875",0.5284,10.2037,0.5356,10,"Sad","Word",1378,23,"m",30,"ee",3,9.3506,0.78423869547923,"R",FALSE
"023m30ee",62,1,1.563,0.0129,0.0041,0.1965,0.1537,9.5475,0,NA,0,9.7847,0,12,"Disgust","Word",1378,23,"m",30,"ee",3,9.5475,0.5771362930776811,"R",FALSE
"023m30ee",63,1,3.625,0.7439,0.0727,3.4891,4.4651,9.6006,1,"3",0.764,9.6459,0.3191,13,"Fear","Word",1378,23,"m",30,"ee",3,9.6006,0.7694022306628523,"R",FALSE
"023m30ee",64,1,3.937,0.3974,0.0199,0.9542,2.6267,9.6987,1,"3.375",0.49370000000000003,10.2025,0.0752,8,"Anger","Word",1378,23,"m",30,"ee",4,9.6987,0.6759044529456991,"R",FALSE
